epoch,lr-AdamW,step,train_loss,train_recon_loss,train_space_loss,val_loss,val_recon_loss,val_space_loss
,0.0,0,,,,,,
0,,260,,,,0.5519893169403076,0.494916170835495,0.05707310140132904
0,,260,2.2342896461486816,2.1865949630737305,0.04769420996308327,,,
,1.305e-05,261,,,,,,
1,,521,,,,0.24092192947864532,0.16093219816684723,0.07998970150947571
1,,521,0.7185699939727783,0.6475099325180054,0.07105976343154907,,,
,2.61e-05,522,,,,,,
2,,782,,,,0.13459444046020508,0.060034576803445816,0.07455985248088837
2,,782,0.3274000883102417,0.24890759587287903,0.07849247753620148,,,
,3.915e-05,783,,,,,,
3,,1043,,,,0.09210095554590225,0.02856806293129921,0.06353288143873215
3,,1043,0.200039342045784,0.1307830661535263,0.06925622373819351,,,
,5.22e-05,1044,,,,,,
4,,1304,,,,0.06568565964698792,0.013012010604143143,0.05267363786697388
4,,1304,0.13458621501922607,0.07653634250164032,0.058049868792295456,,,
,6.525e-05,1305,,,,,,
5,,1565,,,,0.05272137001156807,0.00902898795902729,0.043692395091056824
5,,1565,0.09518620371818542,0.047275133430957794,0.04791107773780823,,,
,7.83e-05,1566,,,,,,
6,,1826,,,,0.04529769346117973,0.008188131265342236,0.03710956126451492
6,,1826,0.07260426133871078,0.032416608184576035,0.040187638252973557,,,
,9.135e-05,1827,,,,,,
7,,2087,,,,0.0404013954102993,0.007509421557188034,0.03289197385311127
7,,2087,0.05913180112838745,0.02418651431798935,0.034945301711559296,,,
,9.988717948717949e-05,2088,,,,,,
8,,2348,,,,0.037001099437475204,0.007042470388114452,0.029958628118038177
8,,2348,0.051178399473428726,0.01976555958390236,0.03141283988952637,,,
,9.955256410256411e-05,2349,,,,,,
9,,2609,,,,0.03477666899561882,0.007048350293189287,0.02772832289338112
9,,2609,0.046238575130701065,0.01742890663444996,0.028809644281864166,,,
,9.921794871794873e-05,2610,,,,,,
10,,2870,,,,0.03224322944879532,0.006677165161818266,0.025566065683960915
10,,2870,0.042668912559747696,0.016008101403713226,0.02666081115603447,,,
,9.888333333333334e-05,2871,,,,,,
11,,3131,,,,0.03032027557492256,0.006569601595401764,0.02375067211687565
11,,3131,0.03971715271472931,0.014991230331361294,0.024725915864109993,,,
,9.854871794871795e-05,3132,,,,,,
12,,3392,,,,0.028514187783002853,0.0063702985644340515,0.02214389108121395
12,,3392,0.037172831594944,0.014172677882015705,0.02300015091896057,,,
,9.821410256410257e-05,3393,,,,,,
13,,3653,,,,0.026610134169459343,0.0059338901191949844,0.02067624405026436
13,,3653,0.03496142104268074,0.013522894121706486,0.021438518539071083,,,
,9.787948717948718e-05,3654,,,,,,
14,,3914,,,,0.025437576696276665,0.00611919816583395,0.01931837946176529
14,,3914,0.032964225858449936,0.012881096452474594,0.020083127543330193,,,
,9.75448717948718e-05,3915,,,,,,
15,,4175,,,,0.02419731579720974,0.005901548080146313,0.018295763060450554
15,,4175,0.031196020543575287,0.012307312339544296,0.018888697028160095,,,
,9.721025641025642e-05,4176,,,,,,
